uid,id_str,volume,chapter_no,subject_code,question_no,type,answer_mcq,answer_msq,answer_nat,tolerance_abs,source_pdf,source_page,source_line_index
v1:9.32.2,9.32.2,1,9,32,2,MCQ,C,,,,volume1,280,20
v1:9.32.3,9.32.3,1,9,32,3,MCQ,C,,,,volume1,280,20
v1:9.32.4,9.32.4,1,9,32,4,MCQ,C,,,,volume1,280,21
v1:9.32.5,9.32.5,1,9,32,5,MCQ,B,,,,volume1,280,21
v1:9.32.6,9.32.6,1,9,32,6,MCQ,B,,,,volume1,280,21
v1:9.32.7,9.32.7,1,9,32,7,MCQ,D,,,,volume1,280,21
v1:9.32.8,9.32.8,1,9,32,8,MCQ,A,,,,volume1,280,21
v1:9.32.9,9.32.9,1,9,32,9,MCQ,B,,,,volume1,280,22
v1:9.32.10,9.32.10,1,9,32,10,MCQ,B,,,,volume1,280,22
v1:9.32.11,9.32.11,1,9,32,11,MCQ,C,,,,volume1,280,22
v1:9.32.12,9.32.12,1,9,32,12,MCQ,A,,,,volume1,280,22
v1:9.33.1,9.33.1,1,9,33,1,MCQ,D,,,,volume1,280,22
v1:9.34.1,9.34.1,1,9,34,1,MCQ,B,,,,volume1,280,23
v1:9.34.2,9.34.2,1,9,34,2,MCQ,C,,,,volume1,280,23
v1:9.34.3,9.34.3,1,9,34,3,MCQ,A,,,,volume1,280,23
v1:9.34.4,9.34.4,1,9,34,4,MCQ,C,,,,volume1,280,23
v1:9.34.5,9.34.5,1,9,34,5,MCQ,A,,,,volume1,280,23
v1:9.34.6,9.34.6,1,9,34,6,MCQ,C,,,,volume1,280,24
v1:9.34.7,9.34.7,1,9,34,7,MCQ,C,,,,volume1,280,24
v1:9.34.8,9.34.8,1,9,34,8,MCQ,D,,,,volume1,280,24
v1:9.34.9,9.34.9,1,9,34,9,MCQ,A,,,,volume1,280,24
v1:9.34.10,9.34.10,1,9,34,10,MCQ,C,,,,volume1,280,24
v1:9.34.11,9.34.11,1,9,34,11,MCQ,A,,,,volume1,280,25
v1:9.34.12,9.34.12,1,9,34,12,MCQ,B,,,,volume1,280,25
v1:9.34.13,9.34.13,1,9,34,13,MCQ,A,,,,volume1,280,25
v1:9.34.14,9.34.14,1,9,34,14,MCQ,C,,,,volume1,280,25
v1:9.35.1,9.35.1,1,9,35,1,MCQ,C,,,,volume1,280,25
v1:9.36.1,9.36.1,1,9,36,1,MCQ,B,,,,volume1,280,26
v1:9.36.2,9.36.2,1,9,36,2,MCQ,C,,,,volume1,280,26
v1:9.36.3,9.36.3,1,9,36,3,MCQ,C,,,,volume1,280,26
v1:9.36.4,9.36.4,1,9,36,4,MCQ,A,,,,volume1,280,26
v1:9.37.1,9.37.1,1,9,37,1,MCQ,C,,,,volume1,280,26
v1:9.38.1,9.38.1,1,9,38,1,MCQ,A,,,,volume1,280,27
v1:9.38.2,9.38.2,1,9,38,2,MCQ,D,,,,volume1,280,27
v1:9.39.1,9.39.1,1,9,39,1,MCQ,B,,,,volume1,280,27
v1:9.39.2,9.39.2,1,9,39,2,MCQ,C,,,,volume1,280,27
v1:9.39.3,9.39.3,1,9,39,3,MCQ,C,,,,volume1,280,27
v1:9.39.4,9.39.4,1,9,39,4,MCQ,B,,,,volume1,280,28
v1:9.39.5,9.39.5,1,9,39,5,MCQ,D,,,,volume1,280,28
v1:9.39.6,9.39.6,1,9,39,6,NAT,,,725.0,0.01,volume1,280,28
v1:9.39.7,9.39.7,1,9,39,7,NAT,,,45.0,0.01,volume1,280,28
v1:9.39.8,9.39.8,1,9,39,8,NAT,,,16.0,0.01,volume1,280,28
v1:9.39.9,9.39.9,1,9,39,9,MCQ,C,,,,volume1,280,29
v1:9.39.10,9.39.10,1,9,39,10,MCQ,D,,,,volume1,280,29
v1:9.40.1,9.40.1,1,9,40,1,MCQ,D,,,,volume1,280,29
v1:9.40.2,9.40.2,1,9,40,2,MCQ,C,,,,volume1,280,29
v1:9.40.3,9.40.3,1,9,40,3,MCQ,A,,,,volume1,280,29
v1:9.40.4,9.40.4,1,9,40,4,MCQ,D,,,,volume1,280,30
v1:9.40.5,9.40.5,1,9,40,5,MCQ,B,,,,volume1,280,30
v1:9.40.6,9.40.6,1,9,40,6,MCQ,A,,,,volume1,280,30
v1:9.40.7,9.40.7,1,9,40,7,MCQ,B,,,,volume1,280,30
v1:9.41.1,9.41.1,1,9,41,1,MCQ,C,,,,volume1,280,30
v1:9.41.2,9.41.2,1,9,41,2,MCQ,D,,,,volume1,280,31
v1:9.41.3,9.41.3,1,9,41,3,MCQ,D,,,,volume1,280,31
v1:9.41.5,9.41.5,1,9,41,5,MCQ,A,,,,volume1,280,31
v1:9.41.6,9.41.6,1,9,41,6,MCQ,D,,,,volume1,280,31
v1:9.42.1,9.42.1,1,9,42,1,NAT,,,96.0,0.01,volume1,280,32
v1:9.42.2,9.42.2,1,9,42,2,MCQ,B,,,,volume1,280,32
v1:9.42.3,9.42.3,1,9,42,3,MCQ,D,,,,volume1,280,32
v1:9.42.4,9.42.4,1,9,42,4,MCQ,B,,,,volume1,280,32
v1:9.42.5,9.42.5,1,9,42,5,MCQ,B,,,,volume1,280,32
v1:9.42.6,9.42.6,1,9,42,6,MCQ,A,,,,volume1,280,33
v1:9.42.7,9.42.7,1,9,42,7,MCQ,D,,,,volume1,280,33
v1:9.42.8,9.42.8,1,9,42,8,NAT,,,163.0,0.01,volume1,280,33
v1:9.42.9,9.42.9,1,9,42,9,MCQ,A,,,,volume1,280,33
v1:9.42.10,9.42.10,1,9,42,10,MCQ,D,,,,volume1,280,33
v1:9.42.11,9.42.11,1,9,42,11,MCQ,D,,,,volume1,280,34
v1:9.42.12,9.42.12,1,9,42,12,MCQ,D,,,,volume1,280,34
v1:9.42.13,9.42.13,1,9,42,13,MCQ,C,,,,volume1,280,34
v1:9.43.1,9.43.1,1,9,43,1,NAT,,,850.0,0.01,volume1,280,34
v1:9.43.2,9.43.2,1,9,43,2,MCQ,D,,,,volume1,280,35
v1:9.43.3,9.43.3,1,9,43,3,MCQ,C,,,,volume1,280,35
v1:9.43.4,9.43.4,1,9,43,4,MCQ,D,,,,volume1,280,35
v1:9.43.5,9.43.5,1,9,43,5,MCQ,D,,,,volume1,280,35
v1:9.43.6,9.43.6,1,9,43,6,MCQ,A,,,,volume1,280,35
v1:9.43.7,9.43.7,1,9,43,7,MCQ,B,,,,volume1,280,36
v1:9.43.8,9.43.8,1,9,43,8,MCQ,D,,,,volume1,280,36
v1:9.43.9,9.43.9,1,9,43,9,MCQ,C,,,,volume1,280,36
v1:9.43.10,9.43.10,1,9,43,10,MCQ,D,,,,volume1,280,36
v1:9.43.12,9.43.12,1,9,43,12,MCQ,D,,,,volume1,280,37
v1:9.43.13,9.43.13,1,9,43,13,MCQ,A,,,,volume1,280,37
v1:9.43.14,9.43.14,1,9,43,14,MCQ,A,,,,volume1,280,37
v1:9.43.15,9.43.15,1,9,43,15,MCQ,C,,,,volume1,280,37
v1:9.43.16,9.43.16,1,9,43,16,MCQ,D,,,,volume1,280,37
v1:9.43.17,9.43.17,1,9,43,17,MCQ,C,,,,volume1,280,38
v1:9.43.18,9.43.18,1,9,43,18,MCQ,D,,,,volume1,280,38
v1:9.43.19,9.43.19,1,9,43,19,MCQ,C,,,,volume1,280,38
v1:9.43.20,9.43.20,1,9,43,20,MCQ,A,,,,volume1,280,38
v1:9.43.21,9.43.21,1,9,43,21,MCQ,A,,,,volume1,280,38
v1:9.44.1,9.44.1,1,9,44,1,MCQ,A,,,,volume1,280,39
v1:9.44.2,9.44.2,1,9,44,2,MCQ,B,,,,volume1,280,39
v1:9.44.3,9.44.3,1,9,44,3,MCQ,A,,,,volume1,280,39
v1:9.44.4,9.44.4,1,9,44,4,MCQ,B,,,,volume1,280,39
v1:9.45.1,9.45.1,1,9,45,1,NAT,,,32.0,0.01,volume1,280,39
v1:9.45.2,9.45.2,1,9,45,2,MCQ,C,,,,volume1,280,40
v1:9.45.3,9.45.3,1,9,45,3,MCQ,D,,,,volume1,280,40
v1:9.45.4,9.45.4,1,9,45,4,MCQ,C,,,,volume1,280,40
v1:9.45.7,9.45.7,1,9,45,7,MCQ,D,,,,volume1,280,41
v1:9.45.8,9.45.8,1,9,45,8,MCQ,C,,,,volume1,280,41
v1:9.45.9,9.45.9,1,9,45,9,MCQ,A,,,,volume1,280,41
v1:9.45.10,9.45.10,1,9,45,10,MCQ,D,,,,volume1,280,41
v1:9.45.11,9.45.11,1,9,45,11,MCQ,D,,,,volume1,280,41
v1:9.45.12,9.45.12,1,9,45,12,MCQ,D,,,,volume1,281,0
v1:9.45.13,9.45.13,1,9,45,13,NAT,,,20000.0,0.01,volume1,281,0
v1:9.45.14,9.45.14,1,9,45,14,NAT,,,22.0,0.01,volume1,281,0
v1:9.45.15,9.45.15,1,9,45,15,MCQ,B,,,,volume1,281,0
v1:9.45.16,9.45.16,1,9,45,16,MCQ,C,,,,volume1,281,0
v1:9.46.1,9.46.1,1,9,46,1,MCQ,A,,,,volume1,281,1
v1:9.46.2,9.46.2,1,9,46,2,MCQ,B,,,,volume1,281,1
v1:9.46.3,9.46.3,1,9,46,3,MCQ,C,,,,volume1,281,1
v1:9.46.4,9.46.4,1,9,46,4,MCQ,D,,,,volume1,281,1
v1:9.47.1,9.47.1,1,9,47,1,MCQ,C,,,,volume1,281,1
v1:9.48.1,9.48.1,1,9,48,1,MCQ,B,,,,volume1,281,2
v1:9.49.1,9.49.1,1,9,49,1,MCQ,D,,,,volume1,281,2
v1:9.49.2,9.49.2,1,9,49,2,MCQ,D,,,,volume1,281,2
v1:9.49.3,9.49.3,1,9,49,3,MCQ,A,,,,volume1,281,2
v1:9.49.4,9.49.4,1,9,49,4,MCQ,C,,,,volume1,281,2
v1:9.49.5,9.49.5,1,9,49,5,MCQ,D,,,,volume1,281,3
v1:9.49.6,9.49.6,1,9,49,6,MCQ,C,,,,volume1,281,3
v1:9.49.7,9.49.7,1,9,49,7,MCQ,C,,,,volume1,281,3
v1:9.49.8,9.49.8,1,9,49,8,MCQ,D,,,,volume1,281,3
v1:9.49.9,9.49.9,1,9,49,9,MCQ,A,,,,volume1,281,3
v1:9.49.10,9.49.10,1,9,49,10,MCQ,D,,,,volume1,281,4
v1:9.49.11,9.49.11,1,9,49,11,MCQ,A,,,,volume1,281,4
v1:9.49.12,9.49.12,1,9,49,12,MCQ,C,,,,volume1,281,4
v1:9.49.13,9.49.13,1,9,49,13,MCQ,A,,,,volume1,281,4
v1:9.49.14,9.49.14,1,9,49,14,MCQ,A,,,,volume1,281,4
v1:9.49.15,9.49.15,1,9,49,15,MCQ,D,,,,volume1,281,5
v1:9.49.16,9.49.16,1,9,49,16,MCQ,A,,,,volume1,281,5
v1:9.49.17,9.49.17,1,9,49,17,MCQ,C,,,,volume1,281,5
v1:9.49.18,9.49.18,1,9,49,18,MCQ,C,,,,volume1,281,5
v1:9.49.19,9.49.19,1,9,49,19,MCQ,A,,,,volume1,281,5
v1:9.49.20,9.49.20,1,9,49,20,NAT,,,25.0,0.01,volume1,281,6
v1:9.49.21,9.49.21,1,9,49,21,MCQ,B,,,,volume1,281,6
v1:9.49.22,9.49.22,1,9,49,22,NAT,,,0.81,0.01,volume1,281,6
v1:9.49.23,9.49.23,1,9,49,23,MCQ,B,,,,volume1,281,6
v1:9.49.24,9.49.24,1,9,49,24,MCQ,B,,,,volume1,281,6
v1:9.49.25,9.49.25,1,9,49,25,MCQ,C,,,,volume1,281,7
v1:9.49.26,9.49.26,1,9,49,26,MCQ,B,,,,volume1,281,7
v1:9.49.27,9.49.27,1,9,49,27,MCQ,C,,,,volume1,281,7
v1:9.49.29,9.49.29,1,9,49,29,MCQ,B,,,,volume1,281,7
v1:9.50.1,9.50.1,1,9,50,1,MCQ,D,,,,volume1,281,8
v1:9.51.1,9.51.1,1,9,51,1,MCQ,C,,,,volume1,281,8
v1:9.51.2,9.51.2,1,9,51,2,MCQ,C,,,,volume1,281,8
v1:9.51.3,9.51.3,1,9,51,3,MCQ,B,,,,volume1,281,8
v1:9.51.4,9.51.4,1,9,51,4,MCQ,A,,,,volume1,281,8
v1:9.51.5,9.51.5,1,9,51,5,MCQ,C,,,,volume1,281,9
v1:9.51.6,9.51.6,1,9,51,6,MCQ,D,,,,volume1,281,9
v1:9.52.1,9.52.1,1,9,52,1,MCQ,D,,,,volume1,281,9
v1:9.52.2,9.52.2,1,9,52,2,MCQ,B,,,,volume1,281,9
v1:9.52.3,9.52.3,1,9,52,3,MCQ,B,,,,volume1,281,9
v1:9.52.4,9.52.4,1,9,52,4,MCQ,D,,,,volume1,281,10
v1:9.52.5,9.52.5,1,9,52,5,MCQ,C,,,,volume1,281,10
v1:9.52.6,9.52.6,1,9,52,6,MCQ,C,,,,volume1,281,10
v1:9.52.7,9.52.7,1,9,52,7,MCQ,B,,,,volume1,281,10
v1:9.52.8,9.52.8,1,9,52,8,MCQ,B,,,,volume1,281,10
v1:9.52.9,9.52.9,1,9,52,9,MCQ,C,,,,volume1,281,11
v1:9.52.10,9.52.10,1,9,52,10,MCQ,C,,,,volume1,281,11
v1:9.52.11,9.52.11,1,9,52,11,MCQ,D,,,,volume1,281,11
v1:9.53.1,9.53.1,1,9,53,1,MCQ,A,,,,volume1,281,11
v1:9.54.1,9.54.1,1,9,54,1,MCQ,A,,,,volume1,281,11
v1:9.54.2,9.54.2,1,9,54,2,MCQ,B,,,,volume1,281,12
v1:9.54.3,9.54.3,1,9,54,3,MCQ,B,,,,volume1,281,12
v1:9.54.4,9.54.4,1,9,54,4,MCQ,C,,,,volume1,281,12
v1:9.54.5,9.54.5,1,9,54,5,MCQ,C,,,,volume1,281,12
v1:9.54.6,9.54.6,1,9,54,6,MCQ,D,,,,volume1,281,12
v1:9.54.7,9.54.7,1,9,54,7,MCQ,C,,,,volume1,281,13
v1:9.54.8,9.54.8,1,9,54,8,MCQ,D,,,,volume1,281,13
v1:9.54.9,9.54.9,1,9,54,9,MCQ,B,,,,volume1,281,13
v1:9.54.10,9.54.10,1,9,54,10,MCQ,D,,,,volume1,281,13
v1:9.54.11,9.54.11,1,9,54,11,MCQ,B,,,,volume1,281,13
v1:9.54.12,9.54.12,1,9,54,12,MCQ,D,,,,volume1,281,14
v1:9.54.13,9.54.13,1,9,54,13,MCQ,B,,,,volume1,281,14
v1:9.54.14,9.54.14,1,9,54,14,MCQ,A,,,,volume1,281,14
v1:9.54.15,9.54.15,1,9,54,15,MCQ,C,,,,volume1,281,14
v1:9.54.16,9.54.16,1,9,54,16,MCQ,A,,,,volume1,281,14
v1:9.54.17,9.54.17,1,9,54,17,MCQ,C,,,,volume1,281,15
v1:9.54.18,9.54.18,1,9,54,18,MCQ,D,,,,volume1,281,15
v1:9.54.19,9.54.19,1,9,54,19,MCQ,B,,,,volume1,281,15
v1:9.54.20,9.54.20,1,9,54,20,NAT,,,180.0,0.01,volume1,281,15
v1:9.54.21,9.54.21,1,9,54,21,MCQ,C,,,,volume1,281,15
v1:9.54.22,9.54.22,1,9,54,22,MCQ,B,,,,volume1,281,16
v1:9.54.23,9.54.23,1,9,54,23,MCQ,B,,,,volume1,281,16
v1:9.54.24,9.54.24,1,9,54,24,MCQ,C,,,,volume1,281,16
v1:9.54.25,9.54.25,1,9,54,25,MCQ,B,,,,volume1,281,16
v1:9.54.26,9.54.26,1,9,54,26,MCQ,B,,,,volume1,281,16
v1:9.55.1,9.55.1,1,9,55,1,MCQ,D,,,,volume1,281,17
v1:9.56.1,9.56.1,1,9,56,1,MCQ,C,,,,volume1,281,17
v1:9.56.2,9.56.2,1,9,56,2,MCQ,C,,,,volume1,281,17
v1:9.56.3,9.56.3,1,9,56,3,MCQ,D,,,,volume1,281,17
v1:9.56.4,9.56.4,1,9,56,4,MCQ,B,,,,volume1,281,17
v1:9.57.1,9.57.1,1,9,57,1,MCQ,A,,,,volume1,281,18
v1:9.57.2,9.57.2,1,9,57,2,MCQ,B,,,,volume1,281,18
v1:9.57.3,9.57.3,1,9,57,3,MCQ,A,,,,volume1,281,18
v1:9.57.4,9.57.4,1,9,57,4,MCQ,B,,,,volume1,281,18
v1:9.57.5,9.57.5,1,9,57,5,MCQ,C,,,,volume1,281,18
v1:9.57.6,9.57.6,1,9,57,6,NAT,,,495.0,0.01,volume1,281,19
v1:9.57.7,9.57.7,1,9,57,7,MCQ,C,,,,volume1,281,19
v1:9.57.8,9.57.8,1,9,57,8,MCQ,C,,,,volume1,281,19
v1:9.57.9,9.57.9,1,9,57,9,MCQ,C,,,,volume1,281,19
v1:9.57.10,9.57.10,1,9,57,10,MCQ,B,,,,volume1,281,19
v1:9.59.1,9.59.1,1,9,59,1,MCQ,C,,,,volume1,281,20
v1:9.59.2,9.59.2,1,9,59,2,MCQ,B,,,,volume1,281,20
v1:9.59.3,9.59.3,1,9,59,3,MCQ,B,,,,volume1,281,20
v1:9.59.4,9.59.4,1,9,59,4,MCQ,C,,,,volume1,281,20
v1:9.59.5,9.59.5,1,9,59,5,MCQ,A,,,,volume1,281,21
v1:9.59.6,9.59.6,1,9,59,6,MCQ,C,,,,volume1,281,21
v1:9.59.7,9.59.7,1,9,59,7,MCQ,C,,,,volume1,281,21
v1:9.59.8,9.59.8,1,9,59,8,MCQ,C,,,,volume1,281,21
v1:9.59.9,9.59.9,1,9,59,9,NAT,,,560.0,0.01,volume1,281,21
v1:9.59.10,9.59.10,1,9,59,10,MCQ,A,,,,volume1,281,22
v1:9.59.11,9.59.11,1,9,59,11,NAT,,,4.0,0.01,volume1,281,22
v1:9.59.12,9.59.12,1,9,59,12,NAT,,,800.0,0.01,volume1,281,22
v1:9.59.13,9.59.13,1,9,59,13,MCQ,A,,,,volume1,281,22
v1:9.59.14,9.59.14,1,9,59,14,MCQ,D,,,,volume1,281,22
v1:9.59.15,9.59.15,1,9,59,15,MCQ,D,,,,volume1,281,23
v1:9.59.16,9.59.16,1,9,59,16,MCQ,A,,,,volume1,281,23
v1:9.59.17,9.59.17,1,9,59,17,MCQ,A,,,,volume1,281,23
v1:9.59.18,9.59.18,1,9,59,18,MCQ,D,,,,volume1,281,23
v1:9.59.19,9.59.19,1,9,59,19,MCQ,B,,,,volume1,281,23
v1:9.60.1,9.60.1,1,9,60,1,MCQ,B,,,,volume1,281,24
v1:9.60.2,9.60.2,1,9,60,2,MCQ,C,,,,volume1,281,24
v1:9.60.3,9.60.3,1,9,60,3,MCQ,B,,,,volume1,281,24
v1:9.60.4,9.60.4,1,9,60,4,MCQ,C,,,,volume1,281,24
v1:9.61.1,9.61.1,1,9,61,1,MCQ,C,,,,volume1,281,24
v1:9.61.2,9.61.2,1,9,61,2,MCQ,A,,,,volume1,281,25
v1:9.61.3,9.61.3,1,9,61,3,MCQ,A,,,,volume1,281,25
v1:9.61.4,9.61.4,1,9,61,4,MCQ,C,,,,volume1,281,25
v1:9.61.5,9.61.5,1,9,61,5,MCQ,C,,,,volume1,281,25
v1:9.61.6,9.61.6,1,9,61,6,MCQ,A,,,,volume1,281,25
v1:9.61.7,9.61.7,1,9,61,7,MCQ,C,,,,volume1,281,26
v1:9.61.8,9.61.8,1,9,61,8,MCQ,D,,,,volume1,281,26
v1:9.61.9,9.61.9,1,9,61,9,MCQ,B,,,,volume1,281,26
v1:9.62.1,9.62.1,1,9,62,1,MCQ,A,,,,volume1,281,26
v1:9.63.1,9.63.1,1,9,63,1,MCQ,A,,,,volume1,281,26
v1:9.64.1,9.64.1,1,9,64,1,NAT,,,48.0,0.01,volume1,281,27
v1:9.64.2,9.64.2,1,9,64,2,MCQ,C,,,,volume1,281,27
v1:9.64.3,9.64.3,1,9,64,3,MCQ,C,,,,volume1,281,27
v1:9.64.4,9.64.4,1,9,64,4,MCQ,B,,,,volume1,281,27
v1:9.64.5,9.64.5,1,9,64,5,MCQ,B,,,,volume1,281,27
v1:9.64.6,9.64.6,1,9,64,6,MCQ,C,,,,volume1,281,28
v1:9.64.7,9.64.7,1,9,64,7,MCQ,D,,,,volume1,281,28
v1:9.64.8,9.64.8,1,9,64,8,MCQ,D,,,,volume1,281,28
v1:9.64.9,9.64.9,1,9,64,9,MCQ,D,,,,volume1,281,28
v1:9.64.10,9.64.10,1,9,64,10,MCQ,B,,,,volume1,281,28
v1:9.65.1,9.65.1,1,9,65,1,MCQ,B,,,,volume1,281,29
v1:9.65.2,9.65.2,1,9,65,2,MCQ,A,,,,volume1,281,29
v1:9.65.3,9.65.3,1,9,65,3,MCQ,B,,,,volume1,281,29
v1:9.65.4,9.65.4,1,9,65,4,MCQ,D,,,,volume1,281,29
v1:9.65.5,9.65.5,1,9,65,5,MCQ,A,,,,volume1,281,29
v1:9.65.6,9.65.6,1,9,65,6,MCQ,D,,,,volume1,281,30
v1:9.65.7,9.65.7,1,9,65,7,MCQ,C,,,,volume1,281,30
v1:9.65.8,9.65.8,1,9,65,8,MCQ,B,,,,volume1,281,30
v1:9.65.9,9.65.9,1,9,65,9,NAT,,,280.0,0.01,volume1,281,30
v1:9.65.10,9.65.10,1,9,65,10,MCQ,C,,,,volume1,281,30
v1:9.65.11,9.65.11,1,9,65,11,MCQ,C,,,,volume1,281,31
v1:9.66.1,9.66.1,1,9,66,1,MCQ,B,,,,volume1,281,31
v1:9.67.1,9.67.1,1,9,67,1,MCQ,A,,,,volume1,281,31
v1:9.67.2,9.67.2,1,9,67,2,MCQ,B,,,,volume1,281,31
v1:9.68.1,9.68.1,1,9,68,1,MCQ,D,,,,volume1,281,31
v1:9.68.2,9.68.2,1,9,68,2,MCQ,A,,,,volume1,281,32
v1:9.68.3,9.68.3,1,9,68,3,MCQ,C,,,,volume1,281,32
v1:9.68.4,9.68.4,1,9,68,4,MCQ,C,,,,volume1,281,32
v1:9.68.5,9.68.5,1,9,68,5,MCQ,A,,,,volume1,281,32
v1:9.68.6,9.68.6,1,9,68,6,MCQ,B,,,,volume1,281,32
v1:9.68.7,9.68.7,1,9,68,7,MCQ,C,,,,volume1,281,33
v1:9.68.8,9.68.8,1,9,68,8,MCQ,D,,,,volume1,281,33
v1:9.68.9,9.68.9,1,9,68,9,MCQ,C,,,,volume1,281,33
v1:9.68.10,9.68.10,1,9,68,10,MCQ,C,,,,volume1,281,33
v1:9.68.11,9.68.11,1,9,68,11,MCQ,B,,,,volume1,281,33
v1:9.68.12,9.68.12,1,9,68,12,MCQ,A,,,,volume1,281,34
v1:9.68.13,9.68.13,1,9,68,13,MCQ,D,,,,volume1,281,34
v1:9.68.14,9.68.14,1,9,68,14,MCQ,D,,,,volume1,281,34
v1:9.68.15,9.68.15,1,9,68,15,MCQ,C,,,,volume1,281,34
v1:9.68.16,9.68.16,1,9,68,16,MCQ,B,,,,volume1,281,34
v1:9.69.1,9.69.1,1,9,69,1,MCQ,D,,,,volume1,281,35
v1:9.69.2,9.69.2,1,9,69,2,MCQ,C,,,,volume1,281,35
v1:9.70.1,9.70.1,1,9,70,1,MCQ,C,,,,volume1,281,35
v1:9.70.2,9.70.2,1,9,70,2,MCQ,D,,,,volume1,281,35
v1:9.70.3,9.70.3,1,9,70,3,MCQ,C,,,,volume1,281,35
v1:9.70.4,9.70.4,1,9,70,4,MCQ,B,,,,volume1,281,36
v1:9.70.5,9.70.5,1,9,70,5,MCQ,A,,,,volume1,281,36
v1:9.70.6,9.70.6,1,9,70,6,MCQ,C,,,,volume1,281,36
v1:9.70.7,9.70.7,1,9,70,7,MCQ,C,,,,volume1,281,36
v1:9.70.8,9.70.8,1,9,70,8,MCQ,B,,,,volume1,281,36
v1:9.70.9,9.70.9,1,9,70,9,MCQ,A,,,,volume1,281,37
v1:9.70.10,9.70.10,1,9,70,10,MCQ,C,,,,volume1,281,37
v1:9.70.11,9.70.11,1,9,70,11,MCQ,A,,,,volume1,281,37
v1:9.70.12,9.70.12,1,9,70,12,MCQ,B,,,,volume1,281,37
v1:9.70.14,9.70.14,1,9,70,14,MCQ,C,,,,volume1,281,38
v1:9.70.15,9.70.15,1,9,70,15,MCQ,C,,,,volume1,281,38
v1:9.70.17,9.70.17,1,9,70,17,MCQ,B,,,,volume1,281,38
v1:10.1.1,10.1.1,1,10,1,1,MCQ,C,,,,volume1,300,19
v1:10.1.2,10.1.2,1,10,1,2,MCQ,A,,,,volume1,300,19
v1:10.1.3,10.1.3,1,10,1,3,MCQ,A,,,,volume1,300,19
v1:10.1.4,10.1.4,1,10,1,4,MSQ,,B;C,,,volume1,300,19
v1:10.2.1,10.2.1,1,10,2,1,MCQ,B,,,,volume1,300,19
v1:10.3.1,10.3.1,1,10,3,1,MCQ,C,,,,volume1,300,20
v1:10.4.1,10.4.1,1,10,4,1,MCQ,B,,,,volume1,300,20
v1:10.4.2,10.4.2,1,10,4,2,NAT,,,3.0,0.01,volume1,300,20
v1:10.4.3,10.4.3,1,10,4,3,MCQ,A,,,,volume1,300,20
v1:10.4.4,10.4.4,1,10,4,4,MCQ,A,,,,volume1,300,20
v1:10.4.5,10.4.5,1,10,4,5,MCQ,A,,,,volume1,300,21
v1:10.4.6,10.4.6,1,10,4,6,MCQ,A,,,,volume1,300,21
v1:10.4.7,10.4.7,1,10,4,7,MCQ,B,,,,volume1,300,21
v1:10.5.1,10.5.1,1,10,5,1,MCQ,C,,,,volume1,300,21
v1:10.5.2,10.5.2,1,10,5,2,MCQ,A,,,,volume1,300,21
v1:10.5.3,10.5.3,1,10,5,3,MCQ,B,,,,volume1,300,22
v1:10.5.4,10.5.4,1,10,5,4,MCQ,B,,,,volume1,300,22
v1:10.5.5,10.5.5,1,10,5,5,MCQ,A,,,,volume1,300,22
v1:10.5.6,10.5.6,1,10,5,6,MCQ,B,,,,volume1,300,22
v1:10.5.7,10.5.7,1,10,5,7,MCQ,A,,,,volume1,300,22
v1:10.6.4,10.6.4,1,10,6,4,NAT,,,1065.0,0.01,volume1,301,0
v1:10.8.4,10.8.4,1,10,8,4,NAT,,,10851.0,0.01,volume1,301,2
v1:11.1.1,11.1.1,1,11,1,1,MCQ,B,,,,volume1,371,11
v1:11.1.2,11.1.2,1,11,1,2,MCQ,A,,,,volume1,371,11
v1:11.2.1,11.2.1,1,11,2,1,MCQ,A,,,,volume1,371,11
v1:11.2.2,11.2.2,1,11,2,2,MCQ,A,,,,volume1,371,11
v1:11.2.3,11.2.3,1,11,2,3,MCQ,D,,,,volume1,371,11
v1:11.2.4,11.2.4,1,11,2,4,MCQ,A,,,,volume1,371,12
v1:11.2.5,11.2.5,1,11,2,5,MCQ,C,,,,volume1,371,12
v1:11.2.6,11.2.6,1,11,2,6,MCQ,C,,,,volume1,371,12
v1:11.2.7,11.2.7,1,11,2,7,MCQ,A,,,,volume1,371,12
v1:11.3.1,11.3.1,1,11,3,1,MCQ,C,,,,volume1,371,12
v1:11.3.2,11.3.2,1,11,3,2,MCQ,C,,,,volume1,371,13
v1:11.3.3,11.3.3,1,11,3,3,MCQ,D,,,,volume1,371,13
v1:11.3.4,11.3.4,1,11,3,4,MCQ,B,,,,volume1,371,13
v1:11.3.5,11.3.5,1,11,3,5,MCQ,D,,,,volume1,371,13
v1:11.3.6,11.3.6,1,11,3,6,MCQ,C,,,,volume1,371,13
v1:11.3.7,11.3.7,1,11,3,7,MCQ,B,,,,volume1,371,14
v1:11.3.8,11.3.8,1,11,3,8,MCQ,A,,,,volume1,371,14
v1:11.3.9,11.3.9,1,11,3,9,MCQ,A,,,,volume1,371,14
v1:11.3.10,11.3.10,1,11,3,10,MCQ,A,,,,volume1,371,14
v1:11.3.11,11.3.11,1,11,3,11,MCQ,A,,,,volume1,371,14
v1:11.3.12,11.3.12,1,11,3,12,MCQ,C,,,,volume1,371,15
v1:11.4.1,11.4.1,1,11,4,1,MCQ,D,,,,volume1,371,15
v1:11.4.2,11.4.2,1,11,4,2,MCQ,C,,,,volume1,371,15
